sku_id,sku_name,before_discount,after_discount,category
P784023,Delsey_8903338054375,255200.00,227128.00,"Home & Living"
P784050,"un_Health and Hygiene Bundle_HB",16530.00,11716.00,"Home & Living"
P784452,Liberty_9780007436187,57710.00,37468.00,Books
P784487,"Atalian _1387.1-Brown-42",289710.00,173826.00,"Men Fashion"
P785193,"AM-Sky Blue Shalwar Suit APS-5100-Large",319000.00,207350.00,"Men Fashion"
P785220,electro_Humidifier,57942.00,41702.00,Others
P785410,Liberty_9781863966191,57710.00,50170.00,Books
P786145,WW_WT-SB-1,203000.00,168490.00,"Home & Living"
P786178,"Samsung_Samsung Air Conditioner Digital Inverter Series) - AR12K",4436942.00,2839622.00,Appliances
P786303,"Aladdin_Chrome Dumbbells Silver - 5kg ",166750.00,140070.00,"Health & Sports"
P786699,"STBB_A Textbook of Biology 1st year by Prof.Majid uz zaffar",8.70,0.00,"School & Education"
P786707,"ISn 100% Whey Protein - Pack of 2",261000.00,234900.00,"Health & Sports"
P786986,"tcl_40 inch D2720 Full HD LED TV",1872820.00,1423320.00,Entertainment
P787423,Lenovo_v310-310-ci5,2627980.00,1708158.00,Computing
P787459,GBHII_GM6-Brown-Brown-8,133400.00,114724.00,"Men Fashion"
P787667,sanasafinaz_SS-5B,403100.00,306356.00,"Women Fashion"
P787882,RB_Veet-bf,20300.00,16646.00,Superstore
P787888,Rajesh_RAJ76,46980.00,35206.00,Superstore
P788145,"BParcel_Q7 2G+8G-BLACK",406000.00,304500.00,Entertainment
P788833,"kansai_Chalkboard Brush-On",100050.00,77024.00,Others
P788894,sinbo_6901,95700.00,75574.00,"Home & Living"
P789322,"Dawlance Split A/C LVS 30 Red 18000BTU LW",2203710.00,1652768.00,Others
P790645,Paramount_9789812712844,51910.00,41006.00,"School & Education"
P791570,"BSSN_Waist Belt Logo on Buckle-Large",5800.00,4292.00,"School & Education"
P792114,"Karak_Honey 1 Kg",73950.00,52490.00,Superstore
P792491,dawlance_DW396HP,575070.00,488766.00,Appliances
P792775,Samsung_65KU7000,15398942.00,10471262.00,Entertainment
P793380,Bellona_BDC7,788800.00,591600.00,"Women Fashion"
P793709,"Huawei_P9 PLUS",3943942.00,2602982.00,"Mobiles & Tablets"
P793834,Relaxsit_RS-33,72500.00,63800.00,"Home & Living"
P793938,ALK_FMCS001-130161452,103530.00,67280.00,"Men Fashion"
P794286,GA_PM-202-137349,635100.00,425488.00,"Women Fashion"
P794442,a4tech_Gaming-Bloody-Mouse-R-80,169650.00,147552.00,Computing
P794915,"Truck Art Round metal tray",203000.00,129920.00,"Home & Living"
P794982,"Audionic_Studio 4",37990.00,29986.00,Computing
P795792,"Dawlance_Microwave DW-131",701800.00,617584.00,"Home & Living"
P795879,"Timb-mens_9062B -8.5",1017900.00,681964.00,"Men Fashion"
P796552,oxford_9780199068524,40310.00,35438.00,Books
P796621,Prime_PINKI-BLACK-XS,202942.00,162342.00,"Women Fashion"
P797356,WB_T-75-M,55680.00,48430.00,Others
P797538,"AKL_A01136184-AW-10-Light Pink",150800.00,99528.00,"Women Fashion"
P797760,"AKL_A131130456_SS-145_Navy Blue",397300.00,313838.00,"Women Fashion"
P798326,naushemian_#0034-M,377000.00,312910.00,"Women Fashion"
P798444,AT-FSM-35,57631.70,46052.00,"Kids & Baby"
P798963,"GA_ECLIPSE T-300 - 122758",156600.00,139374.00,"Home & Living"
P799062,akl_A132116093_GMSU171-M,124584.00,89668.00,"Men Fashion"
P799304,"RM_LG P246SQ",5311582.00,3505636.00,Appliances
P799927,sapphire_US0541,214020.00,162632.00,"Women Fashion"
P799988,Relaxsit_RS-72,348000.00,295800.00,"Home & Living"
P800680,test-product-00,290.00,174.00,Others
P801523,hop_ANKM005,791700.00,609580.00,"Beauty & Grooming"
P801710,AYS_18LITH11M,4609840.00,2811956.00,Appliances
P801755,timex_T20501,269120.00,172202.00,"Men Fashion"
P801839,"vitamin_Aloe Vera Plus",21750.00,17168.00,"Health & Sports"
P802005,AKL_A01136169-AW-06-Beige,377000.00,294060.00,"Women Fashion"
P802240,"Fmate_Chicken Haleem",11542.00,9918.00,Superstore
P802496,liberty_9780060976255,98310.00,73718.00,Books
P802554,"pak_ B-6",29000.00,21750.00,"Home & Living"
P803301,HP_White-DeskJet-3635,397880.00,270512.00,Computing
P803386,Uni-Sunsilk-deal,20880.00,13340.00,Superstore
P803645,"iPhone SE-16GB",3015942.00,1869862.00,"Mobiles & Tablets"
P803798,Kansai_RustStripper,113100.00,82534.00,Superstore
P804115,sehgalmotors_130175,77256.00,53302.00,Superstore
P804496,Farah_7-B,173768.00,149408.00,"Women Fashion"
P804717,"MORG_GCS 12",527800.00,422240.00,"Health & Sports"
P805082,"Turk & Fillmore_Super Natural I-brown-42",1885000.00,1508000.00,"Men Fashion"
P805199,"vitamin_Vita Fertility Men",116000.00,103240.00,"Health & Sports"
P805257,tisot_wtch_13,2778200.00,1694702.00,"Men Fashion"
P805677,"Atalian _BK17.02-Black-44",231710.00,208510.00,"Men Fashion"
P805699,RM_Panasonic-NA-127VB6,3561200.00,3027020.00,Appliances
P805830,Am-PTV_VC-1029-M,348000.00,240120.00,"Men Fashion"
P806951,Tiraaz_Tm-02-016-M,179974.00,140360.00,"Men Fashion"
P807001,barico_BS023-,116870.00,74762.00,"School & Education"
P807458,Emotions_Emo-BS-13843,42630.00,30682.00,"Home & Living"
P808008,contessa_CWC250,115420.00,72674.00,Others
P808167,"HGS_White Legging-4 - 5 yrs - Size 24",12180.00,7424.00,"School & Education"
P808750,Zia_133,17400.00,15486.00,Books
P808786,"vitamin_Vita Zinc",23200.00,20880.00,"Health & Sports"
P809020,AYS_Split-Haier-18LNF,2668000.00,2267800.00,Appliances
P809730,"ssw_WC-06 -Regular Fit Small",232000.00,139200.00,"Men Fashion"
P809775,fitn_696859258121,203000.00,131950.00,"Health & Sports"
P809837,timex_T2P183,800342.00,480182.00,"Men Fashion"
P810382,culzado_TORRO-41,638000.00,427460.00,"Men Fashion"
P810552,BO_wardrob-A-5x3,185600.00,141056.00,"Home & Living"
P810561,liberty_9780982423813,98310.00,75690.00,"School & Education"
P811276,Telemall_MM-PC-0007,139142.00,116870.00,"Health & Sports"
P811297,"West Point_WF-2409GL",252300.00,189196.00,Appliances
P811364,AKL_A131130478_SS-165_Grey,135604.00,86768.00,"Women Fashion"
P811390,fitn_631656708110,261000.00,216630.00,"Health & Sports"
P811437,"dawlance_MDS 9144",1792200.00,1236618.00,Appliances
P811804,"emart_Dry Iron NI-22awt",182700.00,131544.00,Appliances
P812489,Rajesh_RAJ0371,127600.00,79112.00,"Health & Sports"
P812958,liberty_9780857261663,22910.00,17400.00,Books
P812976,"Apple iPhone 6 Plus (128GB) Space Grey",6321942.00,5373642.00,"Mobiles & Tablets"
P813029,mitsubishi_MS-F18VC-CS,3653942.00,2192342.00,Appliances
P813349,closecomfort_PC8,1682000.00,1227860.00,Appliances
P813351,"CITY_Light Grey Belt Pant-Size L 40 - W 38",56840.00,38628.00,"School & Education"
P813413,"Atalian _Ex64-Brown-40",260710.00,156426.00,"Men Fashion"
P813488,"HP_MFP M435nw (A3 Blk 3 in 1)",5228874.00,4287650.00,Computing
P813711,"Dany_Masti-8 ",632200.00,455184.00,Entertainment
P813931,"vitamin_TVC-Ultra Slim Plus + BB Cream free",87000.00,62640.00,"Health & Sports"
P814106,"Audionic  BT125 Speaker",44950.00,36366.00,Computing
P814508,sentiment_WCK04-A-,69542.00,52142.00,Soghaat
P815219,Ctees_CK-PK5-M,43500.00,35206.00,"Kids & Baby"
P815940,"edukaan_7013-A4 - 6 Subjects",17400.00,14616.00,"School & Education"
P816776,Z&A_ZEES-0030,58000.00,38280.00,"School & Education"
P816897,Dell_Inspiron-15-5567-ci7-4GB,4410320.00,2646192.00,Computing
P816975,"Dawlance_9188 MDS",2042760.00,1491180.00,Appliances
P817214,HOS-m_VERPHM100,261000.00,229680.00,"Beauty & Grooming"
P818221,Edenrobe_LW17V1-19108,92742.00,68614.00,"Women Fashion"
P819607,sstop_Universallensclipkit,42050.00,31958.00,Others
P819695,AYS_CX-39U564G,1668370.00,1234588.00,Entertainment
P819909,casio_SHN-3013D-7ADR,858400.00,695304.00,"Women Fashion"
P819988,"Baklawa_Badam cream-1Kg",92800.00,80736.00,Soghaat
P820716,GCU_EasyMate,236060.00,210076.00,"Health & Sports"
P820784,"phub_Armani Mania ",638000.00,574200.00,"Beauty & Grooming"
P821188,GA_CT-225-136161,377000.00,294060.00,"Women Fashion"
P821353,"sputnik_5505/14 25T-8",261000.00,156600.00,"Men Fashion"
P822284,"SUPER ASIA_GH 112-SUPER SAVER SERIES 12 LITERS",670248.00,489230.00,Appliances
P822412,Paramount_9789670618623,69310.00,43616.00,Books
P822670,liberty_9780719560057,69310.00,60958.00,Books
P822858,AKL_A01136192-AW-38-Yellow,150800.00,107068.00,"Women Fashion"
P822880,Origins_16W37-M,141404.00,114492.00,"Women Fashion"
P823585,Prime_LLTC-BLACK-S,173942.00,126962.00,"Women Fashion"
P823656,"greenroot_Fit Aura 7",232000.00,183280.00,"Health & Sports"
P824717,babyw_VT60813,263900.00,226954.00,"Kids & Baby"
P825073,Orient_50G6520,2924070.00,1783674.00,Entertainment
P825553,SNU_ME16E-7A,463710.00,389470.00,"Women Fashion"
P826364,"Atalian _DV206A-Brown-41",324597.00,243426.00,"Men Fashion"
P826388,Toyworld_TW-99,156600.00,134676.00,"Kids & Baby"
P826609,HOS-m_bvlaphm100,216920.00,134444.00,"Beauty & Grooming"
P826694,BP_PS19987,15370.00,11832.00,Books
P827245,liberty_9789351365938,34510.00,20996.00,Books
P827294,"Turk & Fillmore Lazaretto Tan-46-12",841000.00,580290.00,"Men Fashion"
P827627,cc_samsung_A520-BLACK,2170534.00,1367408.00,"Mobiles & Tablets"
P828133,"Braun_Hair Straightener ES-1 ",226200.00,142506.00,"Beauty & Grooming"
P828295,FHM_DREAMER,1136800.00,761656.00,"Home & Living"
P828976,zuni16_315-A,131950.00,104226.00,"Women Fashion"
P829021,Tmall_ASA336,188442.00,148828.00,"Health & Sports"
P829067,PNG_Pampers_10004047-Hazir,96280.00,83752.00,Superstore
P829161,Genius_DX-6810-red,52200.00,42282.00,Computing
P829337,SFEVER_GI377HB01ZASGNAFAMZ,382800.00,302412.00,"Beauty & Grooming"
P829472,rhythm_G1107S-02,556742.00,350726.00,"Men Fashion"
P830104,Am-PTV_ATS-004-M,69542.00,45878.00,Others
P830153,"StPaul_White Shirt Half Sleeve-6.5 - 8 yrs - Size 24",27840.00,19488.00,"School & Education"
P830436,MEGUIAR_X1025EU,162284.00,131428.00,Others
P830684,Regal_549-C-BLACK-6,87000.00,63510.00,Others
P830937,BP_PS11043,11194.00,8352.00,"School & Education"
P831108,Hawks_A22,27086.00,16240.00,"Men Fashion"
P831135,PBG_D-1039,86942.00,57362.00,"Home & Living"
P831319,TTA_7005-6Y,95700.00,64090.00,"Kids & Baby"
P831496,"sanasafinaz_march16_1B-Nationwide Delivery",271614.00,217268.00,"Women Fashion"
P831721,BP_FA23344,92742.00,80678.00,"Kids & Baby"
P832136,HOS_BVLOAW65,261000.00,161820.00,"Beauty & Grooming"
P832444,Sigma_64825,146914.00,95468.00,"Health & Sports"
P832533,"Telemall_ASA Gym-Ball-85cm",92742.00,62118.00,"Health & Sports"
P832686,"CITYN_White Shirt with Full Sleeves-13 - 14 yrs - Size M",30450.00,26796.00,"School & Education"
P832721,"BO_Solar-LED-Rechargeable-Camping-Lantern - Yellow",81200.00,52780.00,"Home & Living"
P832727,Iamofficial_IAM-0013,63800.00,44022.00,"Home & Living"
P833097,rhythm_G1201S-05,1078742.00,711950.00,"Men Fashion"
P833149,"GS_BH030-13-14 Years",115710.00,77488.00,"Kids & Baby"
P833201,stinnos_742,31262.00,27492.00,"Kids & Baby"
P833513,"Samsung_S7 Edge-Silver",4336080.00,3815704.00,"Mobiles & Tablets"
P834352,"Dynasty_Dynasty Spark-Peach",191110.00,156658.00,"Men Fashion"
P834446,"emo_Emo-VB-06 Navy Blue Blazer",93745.40,84332.00,"Women Fashion"
P834895,liberty_9789350290668,60900.00,49300.00,Books
P835707,AKL_A131130511_SS-164_Orange,170810.00,133226.00,"Women Fashion"
P835764,ottoman_KT15P102,84100.00,68092.00,"Home & Living"
P836145,Paramount_9789694949451,28710.00,18618.00,"School & Education"
P836472,interwood_HF-19-C5929-22200,70180.00,61712.00,"Home & Living"
P837041,Surmawala_Haier-HWM85-7288-Washing-Machine-White,1705142.00,1108322.00,Appliances
P837603,Q&Q_DE02J502Y,406000.00,276080.00,"Men Fashion"
P837665,"dawlance_9188 Mono",2256200.00,1872646.00,Appliances
P837757,RAJESH_RAJ219,154280.00,128006.00,Others
P837951,"ssw_WC-08-Regular Fit Large",232000.00,171680.00,"Men Fashion"
P838057,audionic6-954217-561370,252300.00,163966.00,Entertainment
P838242,Delsey_8903338058489,126904.00,112926.00,"Home & Living"
P838471,sehgalmotors_268986,96570.00,74356.00,Superstore
P838513,liberty_9788174367181,11600.00,8468.00,Books
P838523,"EP_5500 5 KVA",4756000.00,3852360.00,Appliances
P838611,timex_TW2P97400,521942.00,339242.00,"Men Fashion"
P838853,clickbuscollection_nwc-36,53360.00,35728.00,Others
P838951,bogo_BogoGrand2017karachi,115942.00,90422.00,Others
P839934,"HP_Laser P1102w Black",855210.00,590092.00,Computing
P840720,"Karak_Honey 1 Kg_discounted",81200.00,71456.00,Soghaat
P840906,KI_2185AKBC,150742.00,96454.00,"Home & Living"
P840915,stinnos_A122,115942.00,83462.00,"Kids & Baby"
P841002,timex_T46681,536500.00,477456.00,"Men Fashion"
P841300,Laitalio_Cog-Tan-41-7,374100.00,258100.00,"Men Fashion"
P841336,Shark_G36,4640.00,2958.00,"School & Education"
P841340,Z&A_ZEES-0018,29000.00,22040.00,"School & Education"
P841380,"Turk & Fillmore Board walk black-7",742400.00,549376.00,"Men Fashion"
P841453,Charizma_CV-14,241280.00,183338.00,"Women Fashion"
P841653,Audionic_REX-5-T-50,82650.00,56202.00,Entertainment
P842088,MEGUIAR_A1214,81142.00,51910.00,Others
P842311,"unze_GS5611 -Black-9",318710.00,280430.00,"Men Fashion"
P842330,"SUPER ASIA_SA WCS 65-ELECTRIC WATER COOLER STEEL BODY (65 GALL",1894686.00,1458874.00,Appliances
P842526,"NDF_Almond American 500gm",47850.00,30102.00,Soghaat
P843485,BB_KIDSHD_PIR,46342.00,41702.00,"Kids & Baby"
P844102,"Samsung Galaxy S7 Edge",5161942.00,3355242.00,"Mobiles & Tablets"
P844198,Relaxsit_RS-60,182700.00,111418.00,"Home & Living"
P844218,JBS_TAT-134,298700.00,188152.00,"Home & Living"
P844269,Homage_HEX-1004,836128.00,710674.00,Appliances
P844361,Enviro_ENR-25XDG2,496944.00,387614.00,Appliances
P844813,TBG_AV-B-07-Golden,469800.00,300672.00,"Women Fashion"
P845624,"sanasafinaz_march16_9B-Nationwide Delivery",312446.00,209322.00,"Women Fashion"
P845658,PNG_Always_10000153-Karachi,11020.00,7772.00,Superstore
P846002,sehgalmotors_7007,354090.00,233682.00,Superstore
P846012,KureshiC_083-kemi,92742.00,83462.00,"Beauty & Grooming"
P846112,Castillo_408-CRWBlue-L,957000.00,698610.00,"Men Fashion"
P846345,"MMS_GS 808",69600.00,52200.00,"Health & Sports"
P846596,Google_Black-Google-Chrome-Cast,219820.00,191226.00,Entertainment
P846918,vitamin_moments-gold-delay-condom,139200.00,112752.00,"Health & Sports"
P847388,"iPhone7Plus-Jet Black-256GB",6278326.00,4771486.00,"Mobiles & Tablets"
P847756,"GMZV_PlayStation 4 - 500GB - Region 2 - UK PAL - Black",1890800.00,1304652.00,Entertainment
P847761,"plk_FWI/ 953 638_9",4638840.00,3757414.00,"Men Fashion"
P847875,"da_Ahsan-Ul-Kalam-555 & Pair of Free Story Book",231942.00,166982.00,Books
P847888,"rute2_Coenzyme Q-10 ",83810.00,50286.00,"Health & Sports"
P849120,Timex_TW4B01500,955840.00,735962.00,"Men Fashion"
P849301,"mitsubhisi_1.0 Ton - SRK-13CMK-CS",2697000.00,2373360.00,Appliances
P849639,"Life source_LS-9001",150742.00,102486.00,"Health & Sports"
P849717,Zia_147,7540.00,4640.00,Books
P849857,"rebelz_Rainbow 4 Subjects Notebook ",15660.00,12354.00,"School & Education"
P850692,Epson_L1800,4476150.00,4028506.00,Computing
P850836,Saylani_Health-Contribution-Package-1,116000.00,96280.00,Others
P851255,"Life source_MB-240",159500.00,100456.00,"Health & Sports"
P851316,edukaan_200923,88914.00,79982.00,"Kids & Baby"
P851365,ReadersHeaven_9780330353823,40310.00,26564.00,Books
P851545,Genius_KB-G265-Black,64960.00,50634.00,Computing
P851704,Paramount_9781444112672,28710.00,22098.00,"School & Education"
P852171,AYS_Orient-DC-Inverter-Plus-18,3663222.00,3296894.00,Appliances
P852469,AYS_40U558,2086840.00,1565130.00,Entertainment
P852927,Bata_Bfirst-6516094-39-6,34742.00,28130.00,"School & Education"
P853825,HH-arabis_0120-JC-80_Black-52,165300.00,128934.00,"Women Fashion"
P854438,"Mono Cruiser _Jazzy Two Premium",2204000.00,1917480.00,"Kids & Baby"
P854817,"unze_GS5608 -Beige-9",115942.00,83462.00,"Men Fashion"
P854851,"edukaan_7047-College - 300",16414.00,9802.00,"School & Education"
P854868,kke_SCF690-27,133400.00,89378.00,"Kids & Baby"
P855014,ReadersHeaven_9781849040495,40310.00,33814.00,Books
P855211,test-product,116.00,58.00,Others
P855575,RS_Pack-of-three-Rehmat-e-Shereen-Coconut-Bites,23200.00,17400.00,Soghaat
P855806,"GMZV_Xbox One S 500GB-PAL (Without Kinect)",1709550.00,1282148.00,Entertainment
P856998,Ifitness_Ab-King-pros,400200.00,308154.00,"Health & Sports"
P857130,HAIER_HSU-18HNH,3782818.00,2837070.00,Appliances
P857346,Paramount_9814070246,34510.00,24476.00,Books
P857748,"tmx_wtch_ T2N720_12",1305000.00,978750.00,"Men Fashion"
P857849,"Horsie_HK 305",182700.00,160776.00,"Kids & Baby"
P858025,"LM_BS1052-6-7 Years",40310.00,32596.00,"Kids & Baby"
P858068,"RB_Dettol Germ Busting Kit-bf",26100.00,18270.00,Others
P858122,"BP_GA35029-9-10 Years",52142.00,34916.00,"Kids & Baby"
P858554,"MORG_GCS 04",412380.00,317492.00,"Health & Sports"
P858654,"Elite_Self Balancing Electric Scooter-Black",1391942.00,1113542.00,"Kids & Baby"
P858730,Lenovo_80UD00DLAK,2496900.00,2122336.00,Computing
P858785,Haier_HRF-305,1653928.00,1075030.00,Appliances
P858868,akl_A132124689_GFSU1140-S,303514.00,251894.00,"Women Fashion"
P858901,BP_PS19825-Spongebob,12122.00,7366.00,"School & Education"
P858902,IKEA_70098989,87000.00,74820.00,"Home & Living"
P859391,AKL_A131138790-SS-122-17,139200.00,104400.00,"Women Fashion"
P859642,Bata_Power-8386002-43-9,173942.00,121742.00,"Men Fashion"
P859811,liberty_9781445448046,34510.00,24128.00,Books
P860159,liberty_9780307945464,46110.00,40078.00,"School & Education"
P860540,"StPat_Belt Pant_13 - 14 yrs-Size 40/34",38280.00,31378.00,"School & Education"
P861342,"Haier_1.5 Ton Split Air Conditioner - HSU-18LKE",2465000.00,2193850.00,Appliances
P861739,clickbuscollection_nwc-29-Purple,56840.00,47734.00,Others
P862377,"IRIScan_IRISCan Anywhere 2",921330.00,718620.00,Computing
P862391,lenovo_20ET000M00,3758110.00,2968904.00,Computing
P862989,"Ref_Paris 1155 Black-44",231710.00,166808.00,"Men Fashion"
P863002,"RUB_Kemei_KM-580 A",86942.00,53012.00,"Beauty & Grooming"
P863167,Kenwood_KLV-1215,2059000.00,1832510.00,Appliances
P863492,TTmachine_pakistan05-M,23142.00,17574.00,"Men Fashion"
P863752,Haier_HRF-380,2269424.00,1497792.00,Appliances
P864121,MEGUIAR_G36516,110664.00,89610.00,Others
P864196,"american_tourister Rome UR  66Black",478500.00,330136.00,"Men Fashion"
P864992,"CI_B- 004",91350.00,58464.00,"Home & Living"
P865636,L&L_LLABF722,27840.00,16936.00,"Home & Living"
P866020,"BParcel_Mini TOUCHPAD  500RF-BLACK",133342.00,110664.00,Computing
P866332,Transcend_TS4TSJ35T3,899000.00,800110.00,Computing
P866424,Zia_147A,6960.00,6090.00,Books
P866480,"MDF 004_Cashews Roasted 250 gm",30450.00,21576.00,Soghaat
P867109,Samsung_A7-2017-Black,3044942.00,2253242.00,"Mobiles & Tablets"
P867231,Dany6-954217-555652,118900.00,105792.00,Computing
P867309,"RMSON_TM4222F MW WH",1017900.00,814320.00,"Men Fashion"
P868339,"HP_Officejet 2540 Wireless (3-in-1)",290812.00,212280.00,Computing
P869132,yankee_5038500008357,117450.00,77488.00,"Home & Living"
P869468,PucaM_SS-25-BLACK-43,87000.00,74820.00,"Men Fashion"
P869522,Mannan_Leather_tie_clip,58.00,0.00,Others
P869633,"Kansai_High Heat Auto _ Whitw",48024.00,31204.00,Others
P869828,SFEVER_MP213,539400.00,356004.00,"Beauty & Grooming"
P870040,timex_T2P521,399040.00,347130.00,"Men Fashion"
P870079,"PHILIPS_HAIR TRIMMER QC 5130/15",219762.00,149408.00,"Beauty & Grooming"
P870525,HOS-m_CKEIM100,132240.00,88566.00,"Beauty & Grooming"
P870849,"edukaan_7041-A4 - 120 Pages",9454.00,8120.00,"School & Education"
P870886,"b&d_Vacuum Cleaner VM1430",401070.00,332862.00,Appliances
P871469,"Castillo_CW-754-Dark Brown Suede-42",532440.00,372708.00,"Men Fashion"
P871588,Trendz-TR-0330,28420.00,24418.00,"Kids & Baby"
P871784,"greenroot_Diabetic Cure",174000.00,113100.00,"Health & Sports"
P871942,"HP_Laser Color 252n",1387940.00,1040926.00,Computing
P872485,"Herbo Natural_5",162400.00,128296.00,"Health & Sports"
P872646,Zia_125K,69600.00,50112.00,Books
P872873,rute2_2821,176900.00,152134.00,"Health & Sports"
P872944,Samsung_60inchesKU7000,14209942.00,12362642.00,Entertainment
P872958,ALK_FC-08-17-A131140049,551000.00,385700.00,"Women Fashion"
P873191,BE_Minions-TOOTHPASTE-DESPENSER,35670.00,22446.00,"Kids & Baby"
P873818,SNU_Tena-Durrani-TD16W-Kelly,841000.00,529830.00,"Women Fashion"
P874325,ALK_FC-07-17-A131140048,493000.00,359890.00,"Women Fashion"
P874421,"cr_PISTA SALTED-200 GM",22620.00,19894.00,Soghaat
P874651,xenium_PC-201656,199520.00,145638.00,"Home & Living"
P874899,JBS_CRY-024,602910.00,373752.00,"Home & Living"
P875143,"MORG_GCS 37",1247000.00,997600.00,"Health & Sports"
P875224,"Tmaster_C D Rom",57942.00,41702.00,Books
P875628,"C-tee_Pack of 3 Independence Day Kids T-Shirts-M",41760.00,29232.00,"Kids & Baby"
P875648,naushemian_001-L,243600.00,202188.00,"Men Fashion"
P875936,"MotoZ-White-Fine Gold",4349942.00,3044942.00,"Mobiles & Tablets"
P876056,"lamp_Lamp Shade Umbrella3S",185600.00,135488.00,"Home & Living"
P876142,"Chk_Green Chilli Pickle 300 gms with Free Mix Pickle 300 gms",26100.00,20068.00,Superstore
P876695,samsung_32J4100,1716220.00,1132682.00,Entertainment
P876996,ahp_EOS-80D-Digital-SLR-Camera-Black,8410000.00,5466500.00,Entertainment
P877152,HP_AB201TUN8L18PA,3219000.00,2832720.00,Others
P877240,"head_273406-UK 11",417020.00,283562.00,"Men Fashion"
P878123,tmx_wtch_T49866,1187550.00,914370.00,"Men Fashion"
P878538,RBT_RB-004-3pcs,58000.00,44660.00,"Home & Living"
P878609,shubinak_SWS14-JAK-1020-M/L,1044000.00,762120.00,"Women Fashion"
P878889,"plk_FWI/ 927 822_6",5636440.00,4170954.00,"Men Fashion"
P878986,Paramount_9789696371342,22910.00,17400.00,"School & Education"
P879236,"GS_BH025-18-24 M",115710.00,85608.00,"Kids & Baby"
P879344,Sigma_54914,193140.00,135198.00,"Health & Sports"
P879737,BP_PS00398-Transportation,28710.00,24360.00,Books
P880103,Omron_MC-720-E,397184.00,337560.00,"Health & Sports"
P880259,JBS_WEN-043,109040.00,93728.00,Others
P880316,"AYS_A-C -8-LNA",2899942.00,2174942.00,Appliances
P880632,interwood_HA-AN813020-S-23559,176610.00,105966.00,"Home & Living"
P880638,GFE_TRAVEL-DINING-TRAY,38860.00,27550.00,Superstore
P881523,liberty_9789351361725,28710.00,21228.00,Books
P881832,GA_CL-221-A-136077,203000.00,136010.00,"Women Fashion"
P882089,"Samsung Galaxy S6 Edge 32GB SM-G925F",3422000.00,2977140.00,"Mobiles & Tablets"
P882365,Dawlance_Inspire-Plus-Inverter-30-brown,3458308.00,3043260.00,Appliances
P882424,J&J_JJ-029,138910.00,98600.00,"Kids & Baby"
P883341,"sanaulla_NA17E 03 ",841000.00,571880.00,"Women Fashion"
P883526,"Rajesh_Red Sauna Belt Waist Trimmer",96280.00,62582.00,"Health & Sports"
P883614,Samsung_55inchesK6000,7771942.00,5984382.00,Entertainment
P884332,"edukaan_7066-A4 - 6 Subjects",16530.00,12702.00,"School & Education"
P884353,HOS-m_HRMTDHM75,454140.00,290638.00,"Beauty & Grooming"
P884518,"Baklawa_Mabroom Chocolate Cashew-1Kg",110200.00,85956.00,Soghaat
P884993,Tri-Angels_FR1742,92800.00,74240.00,"Home & Living"
P885003,audionic_6954217856834,455300.00,409770.00,Entertainment
P885091,SNU_NA16E2-03,841000.00,571880.00,"Women Fashion"
P885392,Samsung_A3-2017-Gold,1870442.00,1234472.00,"Mobiles & Tablets"
P885558,"greenroot_Clear Vision",81200.00,52780.00,"Health & Sports"
P885573,oxford_9780199401871,45240.00,36192.00,"School & Education"
P885778,"samsungGALAXY J510F-2016 DS LTE-Gold",1444200.00,866520.00,"Mobiles & Tablets"
P885797,"Bundle 2 smsm_bundle02",127542.00,91814.00,Superstore
P886148,"Fmate_Steak Dry Marinade",13282.00,9918.00,Superstore
P886407,Audionic_6-954217-534473,102138.00,81664.00,Entertainment
P886455,PS4_Slim-500GB,1971942.00,1321182.00,Entertainment
P886503,Paramount_9789694945798,22910.00,19198.00,Books
P886627,"Haier_HWM 80-000",795760.00,557032.00,Appliances
P886999,Fidato_537-904-W-brown-41,406000.00,276080.00,"Men Fashion"
P887047,BP_PS00398,28710.00,22388.00,Books
P887142,"sanasafinaz_march16_11A-Nationwide Delivery",312446.00,215586.00,"Women Fashion"
P887205,Timex_L502,350320.00,297772.00,"Men Fashion"
P887375,Ifitness_RT112,3712000.00,2375680.00,"Health & Sports"
P887380,"RS_Baklawa 500gm",19140.00,17226.00,Soghaat
P887401,mt_Lenovo-Wireless-Mouse-300-with-rechargeable-battery,87000.00,71340.00,Computing
P887411,paramount_9780141373027,46748.00,32248.00,Books
P887897,RM_Sony-DSLR-ILCE-5100Y,5162000.00,3303680.00,Entertainment
P888366,"Changhong Ruba 50 Inches D2100 LED TV",3184200.00,2133414.00,Entertainment
P888494,"Turk & Fillmore_Super Natural II-42",1885000.00,1508000.00,"Men Fashion"
P888526,Sigma_55366,243600.00,219240.00,"Health & Sports"
P888661,Surmawala_Haier-12ECO-Air-Conditioner-White,1950540.00,1579920.00,Appliances
P888679,"SUPER ASIA_GH 555-55 GLN CAPACITY",1314686.00,1064880.00,Appliances
P888832,sehgalmotors_5317,96570.00,80098.00,Superstore
P888890,"TSS_Light Green Kameez with White Shalwar-4 - 5 yrs - Size 26",31900.00,24882.00,"School & Education"
P889070,swi_MXCTRBL,8410.00,6728.00,"School & Education"
P890236,HOS-m_MBEM100,313200.00,203580.00,"Beauty & Grooming"
P890273,"CITY_White Shirt Half Sleeves Prep to X-10 - 12 yrs - Size 28",42920.00,32190.00,"School & Education"
P890500,liberty_9781591748328,150510.00,117392.00,Books
P891260,BBS_C007,267960.00,160776.00,"Kids & Baby"
